schedule_name,mean_cost_bps,median_cost_bps,std_cost_bps,p90_cost_bps,evaluation_days,win_rate_vs_twap
almgren_chriss,32.79453645271708,32.78681656185903,0.457264740860275,33.41753792918468,55,1.0
twap,32.79475957185716,32.78705006980885,0.4572819998952544,33.417781568681164,55,0.0
vwap,48.03806623437947,48.02947901007613,0.6130937630302203,48.87192419321866,55,0.0
